,location,total_sqft,bath,balcony,price,bhk
485,Ardendale,2062.0,3.0,1.5823075660594124,150.0,4.0
487,Ardendale,1224.0,2.0,2.0,70.0,2.0
488,Ardendale,1777.26,3.0,2.0,105.0,3.0
489,Ardendale,1650.0,3.0,3.0,82.0,3.0
490,Ardendale,1650.0,3.0,3.0,82.0,3.0
491,Ardendale,1224.0,2.0,2.0,67.0,2.0
492,Ardendale,1723.0,3.0,2.0,95.0,3.0
493,Ardendale,1777.26,3.0,2.0,89.0,3.0
494,Ardendale,1777.26,3.0,2.0,92.0,3.0
495,Arekere,2060.0,3.0,2.0,140.0,3.0
496,Arekere,920.0,2.0,1.0,40.0,2.0
497,Arekere,1740.0,2.0,1.5823075660594124,95.0,3.0
498,Arekere,1190.0,2.0,2.0,55.0,2.0
499,Arekere,600.0,1.0,1.0,28.0,1.0
500,Arekere,2072.0,3.0,2.0,108.0,3.0
501,Arekere,1100.0,2.0,2.0,55.0,2.0
502,Arekere,900.0,2.0,3.0,50.0,2.0
503,Arekere,2710.0,6.0,2.0,142.0,4.0
504,Arekere,1240.0,2.0,2.0,60.0,2.0
505,Arekere,900.0,2.0,1.0,44.5,2.0
506,Attibele,450.0,1.0,1.0,11.0,1.0
507,Attibele,1600.0,4.0,0.0,52.8,4.0
508,Attibele,656.0,2.0,1.0,25.0,2.0
509,Attibele,400.0,1.0,1.0,11.0,1.0
510,Attibele,400.0,1.0,1.0,12.0,1.0
511,Attibele,400.0,1.0,1.0,14.0,1.0
512,Attibele,500.0,1.0,1.0,17.0,1.0
513,Attibele,2168.0,4.0,2.0,95.0,4.0
514,Attibele,395.0,1.0,1.0,10.25,1.0
515,Attibele,420.0,1.0,1.0,17.0,1.0
517,Attibele,418.0,1.0,1.0,12.0,1.0
518,Attibele,1200.0,2.0,2.0,42.0,2.0
519,Attibele,400.0,1.0,1.0,10.0,1.0
520,Attibele,695.0,1.0,1.0,25.0,2.0
521,Attibele,850.0,1.0,1.0,25.0,2.0
522,Attibele,2400.0,3.0,3.0,120.0,3.0
523,Attibele,450.0,1.0,1.0,12.5,1.0
527,Attibele,782.0,1.0,0.0,19.55,1.0
529,Attibele,656.0,2.0,1.0,25.0,2.0
530,Attibele,400.0,1.0,1.0,11.5,1.0
531,Attibele,460.0,1.0,1.0,13.0,1.0
532,Attibele,418.0,2.0,1.0,11.5,1.0
533,Attibele,1000.0,2.0,1.0,42.0,2.0
534,Attibele,550.0,1.0,1.0,11.5,1.0
536,Attibele,410.0,1.0,1.0,10.0,1.0
537,Attibele,1700.0,3.0,1.0,65.0,3.0
538,Attibele,400.0,1.0,1.0,10.25,1.0
539,Attibele,1500.0,3.0,2.0,90.0,3.0
540,Attibele,520.0,1.0,1.0,15.0,1.0
541,BEML Layout,1060.0,2.0,1.0,55.0,2.0
542,BEML Layout,2000.0,3.0,2.0,85.0,3.0
543,BEML Layout,999.0,2.0,3.0,45.0,2.0
544,BEML Layout,2400.0,4.0,1.0,225.0,5.0
545,BEML Layout,2000.0,2.0,2.0,85.0,3.0
546,BEML Layout,1194.0,2.0,1.0,65.0,2.0
547,BEML Layout,1200.0,2.0,2.0,67.0,2.0
548,BEML Layout,2400.0,2.0,1.0,228.0,2.0
549,BTM 1st Stage,3300.0,14.0,1.5823075660594124,500.0,9.0
550,BTM 1st Stage,375.0,1.0,0.0,40.0,1.0
551,BTM 1st Stage,1717.0,3.0,2.0,200.0,3.0
552,BTM 2nd Stage,1260.0,5.0,1.0,185.0,3.0
553,BTM 2nd Stage,950.0,2.0,1.0,52.0,2.0
554,BTM 2nd Stage,1850.0,3.0,1.5823075660594124,170.0,3.0
555,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2.0
556,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2.0
558,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2.0
559,BTM 2nd Stage,1280.0,2.0,2.0,80.0,2.0
560,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2.0
561,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2.0
562,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5.0
563,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2.0
564,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3.0
565,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3.0
566,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3.0
567,BTM 2nd Stage,965.0,2.0,2.0,56.0,2.0
568,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2.0
569,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3.0
570,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2.0
571,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2.0
572,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2.0
573,BTM 2nd Stage,930.0,2.0,2.0,46.0,2.0
575,BTM 2nd Stage,2500.0,3.0,2.0,345.0,3.0
576,BTM Layout,1150.0,2.0,2.0,63.0,2.0
577,BTM Layout,3300.0,6.0,3.0,165.0,6.0
578,BTM Layout,1450.0,2.0,2.0,81.0,3.0
579,BTM Layout,1776.0,2.0,3.0,75.0,3.0
580,BTM Layout,1458.0,3.0,2.0,79.0,3.0
581,BTM Layout,935.0,2.0,1.0,51.5,2.0
582,BTM Layout,1020.0,2.0,1.0,46.5,2.0
583,BTM Layout,1600.0,3.0,2.0,112.0,3.0
584,BTM Layout,1300.0,2.0,1.0,75.0,3.0
585,BTM Layout,1540.0,2.0,2.0,78.0,3.0
586,BTM Layout,450.0,1.0,1.0,20.0,1.0
587,BTM Layout,1196.0,2.0,2.0,56.81,2.0
588,BTM Layout,1470.0,2.0,2.0,99.0,3.0
591,Babusapalaya,1611.0,2.0,2.0,66.0,3.0
593,Babusapalaya,1675.0,3.0,3.0,75.0,3.0
594,Babusapalaya,1141.0,2.0,1.0,46.0,2.0
595,Babusapalaya,1500.0,2.0,2.0,57.0,2.0
597,Babusapalaya,1050.0,2.0,3.0,45.0,2.0
598,Babusapalaya,1141.0,2.0,1.0,45.9,2.0
600,Babusapalaya,1230.0,3.0,3.0,53.0,3.0
601,Babusapalaya,1105.0,2.0,1.0,40.0,2.0
602,Babusapalaya,1410.0,2.0,3.0,65.0,3.0
603,Babusapalaya,1450.0,2.0,1.0,55.99,2.0
604,Babusapalaya,1100.0,2.0,2.0,38.0,2.0
606,Babusapalaya,1061.0,2.0,1.0,33.84,2.0
607,Babusapalaya,1061.0,2.0,1.0,38.95,2.0
608,Babusapalaya,1061.0,2.0,1.0,34.0,2.0
609,Babusapalaya,1245.0,2.0,2.0,58.0,2.0
610,Balagere,1210.0,2.0,1.0,80.9,2.0
611,Balagere,1210.0,2.0,1.0,72.0,2.0
612,Balagere,1205.0,2.0,1.0,78.5,2.0
613,Balagere,790.5,1.0,0.0,41.9,1.0
616,Balagere,1020.07,2.0,1.0,68.38,2.0
617,Balagere,1205.47,2.0,1.0,81.0,2.0
618,Balagere,1007.0,2.0,1.0,65.0,2.0
620,Balagere,1210.0,2.0,1.0,74.0,2.0
621,Balagere,1210.0,2.0,1.0,83.0,2.0
622,Balagere,675.0,1.0,1.0,45.0,1.0
623,Balagere,656.0,1.0,1.0,43.0,1.0
624,Balagere,1012.0,2.0,1.0,64.0,2.0
625,Balagere,1007.0,2.0,1.0,62.0,2.0
626,Balagere,1007.0,2.0,1.0,67.0,2.0
627,Balagere,1007.0,2.0,1.0,66.0,2.0
630,Balagere,645.0,1.0,1.0,34.18,1.0
633,Balagere,790.5,1.0,0.0,42.295,1.0
634,Balagere,1012.0,2.0,1.0,65.0,2.0
635,Balagere,656.0,1.0,1.0,38.77,1.0
636,Balagere,645.0,1.0,1.0,39.0,1.0
637,Balagere,645.0,1.0,1.0,41.0,1.0
638,Balagere,1210.0,2.0,1.0,82.0,2.0
639,Balagere,656.0,1.0,1.0,34.77,1.0
640,Balagere,1205.0,2.0,1.0,73.87,2.0
641,Balagere,1012.0,2.0,1.0,70.0,2.0
642,Balagere,1007.0,2.0,1.0,68.0,2.0
644,Balagere,1205.0,2.0,1.0,79.0,2.0
645,Balagere,1012.0,2.0,1.0,68.0,2.0
647,Banashankari,1077.0,2.0,2.0,37.64,2.0
648,Banashankari,1470.0,2.0,1.0,88.64,3.0
649,Banashankari,1300.0,2.0,2.0,75.0,3.0
650,Banashankari,1800.0,3.0,2.0,115.0,3.0
651,Banashankari,1125.0,2.0,1.0,63.0,2.0
653,Banashankari,1310.0,2.0,2.0,80.0,2.0
654,Banashankari,2600.0,4.0,1.0,135.0,3.0
655,Banashankari,1900.0,2.0,1.0,170.0,3.0
656,Banashankari,1260.0,2.0,3.0,75.0,2.0
657,Banashankari,1170.0,2.0,2.0,46.79,2.0
659,Banashankari,1350.0,2.0,0.0,83.0,3.0
661,Banashankari,1330.0,2.0,1.0,78.0,2.0
662,Banashankari,1400.0,2.0,1.0,78.0,3.0
663,Banashankari,1700.0,3.0,2.0,125.0,3.0
664,Banashankari,1020.0,2.0,2.0,40.79,2.0
665,Banashankari,1600.0,2.0,1.0,63.98,2.0
666,Banashankari,1041.0,2.0,1.0,36.44,2.0
667,Banashankari,2400.0,1.0,1.0,200.0,1.0
668,Banashankari,1390.0,2.0,2.0,86.0,2.0
669,Banashankari,1460.0,2.0,3.0,70.0,2.0
670,Banashankari,1200.0,2.0,1.0,60.0,2.0
671,Banashankari,1290.0,2.0,2.0,80.0,2.0
672,Banashankari,2582.0,5.0,2.0,250.0,3.0
673,Banashankari,1186.0,2.0,3.0,65.0,2.0
674,Banashankari,1650.0,3.0,2.0,101.0,3.0
676,Banashankari,1181.0,2.0,1.0,75.0,2.0
677,Banashankari,1105.0,2.0,2.0,90.0,2.0
678,Banashankari,720.0,1.0,1.0,60.0,1.0
679,Banashankari,1040.0,2.0,3.0,45.0,2.0
680,Banashankari,1330.0,2.0,2.0,77.0,2.0
681,Banashankari,1200.0,2.0,3.0,49.0,2.0
682,Banashankari,1185.0,2.0,2.0,67.0,2.0
683,Banashankari,1000.0,2.0,1.0,50.0,2.0
684,Banashankari,1650.0,3.0,2.0,90.75,3.0
685,Banashankari,1650.0,3.0,2.0,101.0,3.0
686,Banashankari,1310.0,2.0,2.0,80.43,2.0
687,Banashankari,600.0,1.0,0.0,27.0,2.0
688,Banashankari,1430.0,2.0,2.0,87.8,2.0
689,Banashankari,1020.0,2.0,1.0,42.83,2.0
691,Banashankari,1540.0,3.0,3.0,80.0,3.0
692,Banashankari,1195.0,2.0,1.0,35.84,2.0
693,Banashankari,1683.0,3.0,2.0,115.0,3.0
694,Banashankari,1800.0,3.0,2.0,125.0,3.0
695,Banashankari,1175.0,2.0,1.0,41.13,2.0
696,Banashankari,1750.0,2.0,2.0,89.0,3.0
697,Banashankari,1800.0,3.0,2.0,175.0,3.0
698,Banashankari,1450.0,2.0,2.0,50.75,2.0
699,Banashankari,1770.0,3.0,3.0,108.0,3.0
700,Banashankari,1800.0,3.0,2.0,125.0,3.0
702,Banashankari,1200.0,3.0,2.0,74.52,3.0
703,Banashankari,1100.0,2.0,1.0,63.0,2.0
705,Banashankari,1426.0,3.0,2.0,85.0,3.0
706,Banashankari Stage II,1700.0,2.0,2.0,150.0,2.0
707,Banashankari Stage II,1200.0,2.0,1.0,150.0,4.0
708,Banashankari Stage II,1500.0,2.0,1.0,120.0,3.0
709,Banashankari Stage II,2400.0,3.0,2.0,510.0,5.0
710,Banashankari Stage II,1240.0,2.0,2.0,59.52,3.0
711,Banashankari Stage II,1250.0,2.0,2.0,110.0,2.0
712,Banashankari Stage II,1260.0,2.0,1.0,95.0,3.0
713,Banashankari Stage II,2400.0,2.0,2.0,300.0,3.0
714,Banashankari Stage II,1400.0,2.0,1.0,100.0,2.0
715,Banashankari Stage II,2800.0,3.0,2.0,425.0,5.0
716,Banashankari Stage II,3000.0,3.0,2.0,450.0,3.0
717,Banashankari Stage II,1200.0,2.0,1.0,198.0,3.0
718,Banashankari Stage II,1245.0,2.0,1.0,125.0,2.0
719,Banashankari Stage III,1305.0,2.0,1.0,58.7,3.0
720,Banashankari Stage III,1145.0,2.0,3.0,58.4,2.0
721,Banashankari Stage III,1650.0,3.0,2.0,118.0,3.0
722,Banashankari Stage III,2400.0,4.0,1.0,240.0,4.0
723,Banashankari Stage III,1350.0,2.0,2.0,68.0,3.0
725,Banashankari Stage III,1305.0,2.0,1.0,59.0,3.0
726,Banashankari Stage III,1305.0,2.0,1.0,60.0,3.0
727,Banashankari Stage III,1200.0,2.0,0.0,42.0,2.0
728,Banashankari Stage III,1480.0,3.0,1.0,75.48,3.0
729,Banashankari Stage III,1304.0,2.0,0.0,111.0,2.0
730,Banashankari Stage III,3000.0,6.0,2.0,150.0,6.0
731,Banashankari Stage III,1085.0,2.0,1.0,50.0,2.0
732,Banashankari Stage III,1500.0,2.0,2.0,100.0,3.0
733,Banashankari Stage III,1350.0,1.0,1.0,145.0,1.0
734,Banashankari Stage III,2100.0,3.0,1.0,147.0,4.0
735,Banashankari Stage III,1420.0,2.0,2.0,95.0,3.0
736,Banashankari Stage V,1300.0,2.0,1.0,58.5,3.0
737,Banashankari Stage V,1305.0,2.0,2.0,49.0,3.0
738,Banashankari Stage V,1035.0,2.0,2.0,35.77,2.0
739,Banashankari Stage V,1355.0,2.0,1.0,61.0,3.0
740,Banashankari Stage V,1510.0,3.0,3.0,47.57,3.0
741,Banashankari Stage V,1650.0,3.0,2.0,51.98,3.0
742,Banashankari Stage V,1630.0,3.0,2.0,51.35,3.0
743,Banashankari Stage V,1510.0,3.0,3.0,47.57,3.0
744,Banashankari Stage V,1315.0,2.0,2.0,49.0,3.0
745,Banashankari Stage V,1540.0,3.0,2.0,48.51,3.0
746,Banashankari Stage V,920.0,2.0,1.0,41.5,2.0
747,Banashankari Stage VI,1177.5,2.0,0.0,59.935,2.0
748,Banashankari Stage VI,4800.0,4.0,3.0,190.0,4.0
749,Banashankari Stage VI,2800.0,4.0,2.0,89.0,4.0
750,Banashankari Stage VI,2200.0,4.0,2.0,195.0,4.0
751,Banashankari Stage VI,1160.0,2.0,1.0,59.0,2.0
752,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2.0
753,Banashankari Stage VI,1423.0,2.0,1.0,71.73,3.0
754,Banashankari Stage VI,1392.0,3.0,1.0,69.46,3.0
755,Banashankari Stage VI,1410.5,2.0,0.0,70.385,3.0
756,Banashankari Stage VI,4800.0,3.0,2.0,200.0,4.0
757,Banaswadi,1184.0,2.0,3.0,53.0,2.0
758,Banaswadi,1145.0,2.0,2.0,55.0,2.0
759,Banaswadi,1250.0,2.0,0.0,60.0,2.0
760,Banaswadi,1365.0,2.0,2.0,73.0,2.0
761,Banaswadi,1903.0,6.0,2.0,140.0,5.0
762,Banaswadi,1222.0,2.0,2.0,80.0,2.0
763,Banaswadi,870.0,2.0,2.0,38.0,2.0
764,Banaswadi,1200.0,2.0,3.0,60.0,2.0
766,Banaswadi,527.0,1.0,0.0,35.0,1.0
767,Banaswadi,1340.0,2.0,2.0,73.0,2.0
768,Banaswadi,1008.0,2.0,2.0,52.0,2.0
769,Banaswadi,1105.0,2.0,2.0,57.0,2.0
770,Banjara Layout,1200.0,2.0,2.0,70.0,2.0
771,Banjara Layout,1050.0,2.0,1.0,64.8,2.0
772,Banjara Layout,753.0,3.0,3.0,59.5,2.0
773,Banjara Layout,2500.0,4.0,0.0,140.0,3.0
774,Bannerghatta,3012.0,6.0,2.0,250.0,4.0
775,Bannerghatta,1665.0,3.0,3.0,110.0,3.0
776,Bannerghatta,2370.0,4.0,2.0,195.0,3.0
777,Bannerghatta,1100.0,2.0,1.0,66.0,2.0
778,Bannerghatta,2895.5,2.708601981443623,1.5823075660594124,246.0,4.0
779,Bannerghatta,1113.0,2.0,1.0,70.0,2.0
780,Bannerghatta,1200.0,2.0,2.0,73.2,2.0
781,Bannerghatta,1070.0,2.0,1.0,87.0,2.0
782,Bannerghatta,1776.0,3.0,2.0,124.0,3.0
783,Bannerghatta,1776.0,3.0,2.0,150.0,3.0
784,Bannerghatta Road,500.0,1.0,1.0,18.5,1.0
785,Bannerghatta Road,1050.0,2.0,1.0,65.0,2.0
786,Bannerghatta Road,1170.0,2.0,1.0,66.0,3.0
787,Bannerghatta Road,595.0,1.0,1.0,33.32,1.0
788,Bannerghatta Road,1445.0,3.0,2.0,95.0,3.0
789,Bannerghatta Road,1640.0,2.0,1.0,120.0,3.0
791,Bannerghatta Road,1460.0,2.0,1.0,90.0,3.0
793,Bannerghatta Road,1179.0,2.0,1.0,66.02,2.0
794,Bannerghatta Road,1122.5,2.0,0.0,58.935,2.0
795,Bannerghatta Road,793.0,2.0,1.0,45.0,2.0
797,Bannerghatta Road,1400.0,2.0,2.0,78.0,2.0
799,Bannerghatta Road,1215.0,2.0,0.0,50.0,2.0
800,Bannerghatta Road,1654.0,3.0,2.0,100.0,3.0
801,Bannerghatta Road,1181.0,2.0,0.0,55.0,2.0
803,Bannerghatta Road,1200.0,2.0,2.0,75.0,2.0
805,Bannerghatta Road,595.0,1.0,1.0,31.83,1.0
806,Bannerghatta Road,1105.0,2.0,1.0,51.0,2.0
807,Bannerghatta Road,1255.0,2.0,2.0,65.26,2.0
809,Bannerghatta Road,1550.0,3.0,2.0,82.0,3.0
811,Bannerghatta Road,1650.0,3.0,1.5823075660594124,122.0,3.0
812,Bannerghatta Road,912.0,2.0,1.0,55.0,2.0
813,Bannerghatta Road,1218.0,2.0,1.0,73.0,2.0
815,Bannerghatta Road,1115.0,2.0,1.0,65.12,2.0
817,Bannerghatta Road,1893.0,3.0,2.0,100.0,3.0
818,Bannerghatta Road,1600.0,3.0,2.0,95.0,3.0
819,Bannerghatta Road,1275.0,2.0,2.0,65.0,2.0
820,Bannerghatta Road,892.0,2.0,1.0,39.0,2.0
822,Bannerghatta Road,1260.0,2.0,2.0,70.0,2.0
824,Bannerghatta Road,1157.0,2.0,0.0,40.0,2.0
825,Bannerghatta Road,1150.0,2.0,2.0,65.0,2.0
827,Bannerghatta Road,1100.0,2.0,0.0,39.0,2.0
829,Bannerghatta Road,1725.0,3.0,1.5823075660594124,110.0,3.0
830,Bannerghatta Road,1850.0,6.0,3.0,150.0,6.0
832,Bannerghatta Road,950.0,2.0,0.0,38.0,2.0
833,Bannerghatta Road,1220.0,2.0,1.0,80.0,2.0
834,Bannerghatta Road,1130.0,2.0,2.0,78.0,2.0
836,Bannerghatta Road,1486.0,3.0,1.0,83.22,3.0
837,Bannerghatta Road,1460.0,2.0,2.0,75.0,3.0
838,Bannerghatta Road,1015.0,2.0,0.0,48.0,2.0
839,Bannerghatta Road,1115.0,2.0,1.0,61.0,2.0
840,Bannerghatta Road,1136.0,2.0,1.0,48.0,2.0
841,Bannerghatta Road,2700.0,4.0,3.0,260.0,4.0
842,Bannerghatta Road,1200.0,2.0,2.0,69.0,3.0
843,Bannerghatta Road,1465.0,2.0,1.0,76.0,3.0
844,Bannerghatta Road,1302.5,2.0,0.0,67.73,2.0
845,Bannerghatta Road,1200.0,2.0,2.0,65.0,2.0
846,Bannerghatta Road,1240.0,2.0,1.0,65.0,2.0
847,Bannerghatta Road,1476.0,3.0,1.0,125.0,3.0
849,Bannerghatta Road,1532.5,3.0,0.0,84.29,3.0
851,Bannerghatta Road,1268.0,2.0,1.0,69.0,2.0
852,Bannerghatta Road,1450.0,2.0,2.0,87.0,3.0
853,Bannerghatta Road,2932.0,5.0,1.5823075660594124,195.0,4.0
856,Bannerghatta Road,960.0,2.0,3.0,58.0,2.0
857,Bannerghatta Road,1750.0,3.0,1.5823075660594124,130.0,3.0
858,Bannerghatta Road,1275.0,2.0,1.0,73.0,2.0
860,Bannerghatta Road,1240.0,2.0,1.0,71.0,2.0
862,Bannerghatta Road,1215.0,2.0,1.0,68.0,2.0
863,Bannerghatta Road,1894.0,3.0,1.0,115.0,3.0
865,Bannerghatta Road,1693.0,3.0,2.0,89.0,3.0
866,Bannerghatta Road,1280.0,2.0,2.0,60.16,2.0
868,Bannerghatta Road,630.0,1.0,2.0,35.0,1.0
869,Bannerghatta Road,1365.0,3.0,1.0,76.18,3.0
870,Bannerghatta Road,1115.0,2.0,2.0,78.0,2.0
871,Bannerghatta Road,1532.5,3.0,0.0,79.465,3.0
873,Bannerghatta Road,1655.0,3.0,3.0,90.0,3.0
874,Bannerghatta Road,1247.0,2.0,1.0,47.39,2.0
875,Bannerghatta Road,1237.5,2.0,0.0,49.49,2.0
876,Bannerghatta Road,1650.0,3.0,1.0,94.0,3.0
877,Bannerghatta Road,905.0,2.0,1.0,65.0,2.0
878,Bannerghatta Road,1000.0,2.0,1.0,50.0,2.0
879,Bannerghatta Road,2185.0,3.0,3.0,120.0,4.0
880,Bannerghatta Road,1012.0,2.0,1.0,45.0,2.0
882,Bannerghatta Road,1460.0,2.0,2.0,80.0,3.0
883,Bannerghatta Road,1340.0,2.0,3.0,85.0,2.0
884,Bannerghatta Road,1711.0,3.0,2.0,125.0,3.0
885,Bannerghatta Road,1520.0,2.0,3.0,81.0,3.0
886,Bannerghatta Road,2826.0,3.0,1.0,148.0,3.0
887,Bannerghatta Road,1154.0,2.0,2.0,47.0,2.0
888,Bannerghatta Road,1000.0,2.0,1.0,44.5,2.0
889,Bannerghatta Road,1250.0,2.0,0.0,48.0,2.0
890,Bannerghatta Road,1640.0,3.0,2.0,105.0,3.0
892,Bannerghatta Road,1012.0,2.0,1.0,44.0,2.0
893,Bannerghatta Road,1527.0,3.0,2.0,115.0,3.0
896,Bannerghatta Road,1550.0,3.0,2.0,96.0,3.0
897,Bannerghatta Road,1200.0,2.0,2.0,78.0,2.0
898,Bannerghatta Road,1885.0,3.0,1.0,125.0,3.0
900,Bannerghatta Road,1450.0,2.0,2.0,78.0,3.0
901,Bannerghatta Road,700.0,1.0,1.0,31.2,1.0
904,Bannerghatta Road,905.0,2.0,1.0,58.0,2.0
906,Bannerghatta Road,1920.0,3.0,3.0,122.0,3.0
907,Bannerghatta Road,2400.0,4.0,1.0,180.0,4.0
909,Bannerghatta Road,1270.0,2.0,2.0,45.0,2.0
910,Bannerghatta Road,1520.0,2.0,3.0,80.0,3.0
911,Bannerghatta Road,1270.0,2.0,1.0,73.0,3.0
912,Bannerghatta Road,1846.0,3.0,2.0,120.0,3.0
914,Bannerghatta Road,1122.5,2.0,0.0,61.74,2.0
915,Bannerghatta Road,1655.0,3.0,3.0,95.0,3.0
916,Bannerghatta Road,1206.0,2.0,3.0,53.0,2.0
917,Bannerghatta Road,1150.0,2.0,2.0,55.0,2.0
918,Bannerghatta Road,1215.0,2.0,1.0,65.0,2.0
919,Bannerghatta Road,1510.0,2.0,3.0,110.0,3.0
920,Bannerghatta Road,1022.0,2.0,1.0,35.0,2.0
921,Bannerghatta Road,1246.0,2.0,2.0,47.35,2.0
922,Bannerghatta Road,1470.0,2.0,1.0,85.0,3.0
923,Bannerghatta Road,1160.0,2.0,2.0,45.0,2.0
924,Bannerghatta Road,970.0,2.0,1.0,57.0,2.0
925,Bannerghatta Road,1527.0,3.0,1.0,142.0,3.0
928,Basavangudi,1036.0,2.0,2.0,105.0,2.0
929,Basavangudi,2600.0,4.0,3.0,260.0,4.0
930,Basavangudi,1600.0,2.0,2.0,160.0,3.0
931,Basavangudi,1560.0,2.0,2.0,145.0,2.0
933,Basavangudi,1800.0,3.0,2.0,195.0,3.0
934,Basavangudi,1100.0,2.0,3.0,93.0,2.0
936,Basavangudi,1050.0,2.0,1.0,103.0,2.0
939,Basavangudi,1180.0,2.0,3.0,124.0,2.0
941,Basavangudi,1200.0,2.0,3.0,120.0,2.0
943,Basavangudi,2453.0,3.0,2.0,250.0,4.0
945,Basaveshwara Nagar,4500.0,5.0,1.0,415.0,5.0
946,Basaveshwara Nagar,1865.0,3.0,3.0,145.0,3.0
947,Basaveshwara Nagar,1200.0,2.0,0.0,90.0,2.0
948,Basaveshwara Nagar,2400.0,4.0,1.0,310.0,5.0
949,Basaveshwara Nagar,1200.0,2.0,2.0,80.0,2.0
950,Basaveshwara Nagar,900.0,2.0,1.0,60.0,2.0
951,Basaveshwara Nagar,1900.0,3.0,3.0,150.0,3.0
952,Basaveshwara Nagar,1200.0,2.0,2.0,85.0,2.0
953,Basaveshwara Nagar,1200.0,2.0,1.0,70.0,2.0
954,Battarahalli,1200.0,2.0,1.0,65.0,2.0
955,Battarahalli,1779.0,3.0,2.0,89.61,3.0
956,Battarahalli,1300.0,2.0,1.0,50.0,2.0
957,Battarahalli,1945.0,3.0,2.0,97.42,3.0
958,Battarahalli,1777.0,3.0,2.0,100.0,3.0
959,Battarahalli,1135.0,2.0,3.0,43.0,2.0
960,Battarahalli,1276.0,2.0,2.0,45.0,2.0
961,Battarahalli,1880.0,3.0,2.0,94.36,3.0
962,Battarahalli,1071.0,2.0,1.0,62.0,2.0
963,Battarahalli,1165.0,2.0,1.0,43.0,2.0
964,Battarahalli,1636.0,2.0,2.0,82.89,2.0
965,Battarahalli,1779.0,3.0,2.0,90.0,3.0
967,Battarahalli,1090.0,2.0,2.0,38.37,2.0
968,Battarahalli,2082.0,3.0,2.0,104.0,3.0
969,Battarahalli,2024.0,3.0,2.0,103.0,3.0
970,Battarahalli,1097.0,2.0,1.0,49.0,2.0
972,Begur,1419.0,2.0,2.0,59.0,3.0
973,Begur,1580.0,3.0,2.0,75.0,3.0
974,Begur,1559.0,3.0,2.0,63.0,3.0
975,Begur,1445.0,2.0,2.0,47.1,3.0
976,Begur,1475.0,2.0,2.0,74.0,3.0
977,Begur,3500.0,4.0,2.0,185.0,3.0
978,Begur,1100.0,2.0,2.0,55.0,2.0
979,Begur,1306.0,2.0,3.0,65.0,2.0
980,Begur,1304.0,3.0,0.0,65.0,3.0
981,Begur,1411.0,2.0,2.0,60.0,3.0
982,Begur,815.0,2.0,1.0,40.0,2.0
983,Begur,1443.0,2.0,2.0,70.0,3.0
984,Begur Road,1200.0,2.0,2.0,44.0,2.0
985,Begur Road,1200.0,2.0,2.0,46.8,2.0
986,Begur Road,1160.0,2.0,2.0,44.0,2.0
987,Begur Road,1584.0,3.0,1.5823075660594124,65.0,3.0
989,Begur Road,1615.0,3.0,2.0,59.76,3.0
990,Begur Road,1200.0,2.0,2.0,43.2,2.0
991,Begur Road,1160.0,2.0,2.0,44.08,2.0
992,Begur Road,1200.0,2.0,2.0,45.0,2.0
993,Begur Road,1615.0,3.0,2.0,60.0,3.0
994,Begur Road,1410.0,2.0,3.0,53.0,3.0
995,Begur Road,1200.0,2.0,2.0,37.8,2.0
996,Begur Road,1160.0,2.0,2.0,40.59,2.0
997,Begur Road,1260.0,2.0,2.0,46.62,2.0
998,Begur Road,1600.0,3.0,2.0,58.14,3.0
1000,Begur Road,1500.0,2.0,3.0,70.0,3.0
1001,Begur Road,1160.0,2.0,2.0,42.0,2.0
1002,Begur Road,1240.0,2.0,2.0,39.06,2.0
1003,Begur Road,1500.0,2.0,3.0,55.0,3.0
1004,Begur Road,1410.0,2.0,3.0,52.17,3.0
1006,Begur Road,1583.0,3.0,1.0,74.4,3.0
1007,Begur Road,1170.0,2.0,2.0,46.0,2.0
1008,Begur Road,1160.0,2.0,2.0,42.92,2.0
1010,Begur Road,1565.0,2.0,2.0,59.76,3.0
1012,Begur Road,1410.0,2.0,3.0,53.58,3.0
1013,Begur Road,1200.0,2.0,2.0,45.0,2.0
1014,Begur Road,1200.0,2.0,2.0,42.6,2.0
1015,Begur Road,1334.0,2.0,3.0,42.69,2.0
1016,Begur Road,1565.0,2.0,2.0,57.91,3.0
1017,Begur Road,1200.0,2.0,2.0,45.6,2.0
1018,Begur Road,1215.0,2.0,2.0,43.13,2.0
1019,Begur Road,1444.0,2.0,2.0,71.5,3.0
1020,Begur Road,1160.0,2.0,2.0,36.54,2.0
